"","player","player_id","position","team_name","player_game_count","attempts","completion_percent","completions","first_downs","franchise_id","interceptions","qb_rating","sacks","touchdowns","yards","ypa","week","year","dk_pts","fd_pts","string","team","head_coach","L3_attempts","L3_completion_percent","L3_completions","L3_first_downs","L3_interceptions","L3_qb_rating","L3_sacks","L3_touchdowns","L3_yards","L3_ypa","L3_dk_pts","L3_fd_pts"
"8723","Chase Cunningham",78533,"QB","MIDDLE TN",1,36,69.4,25,17,224,0,131.4,1,4,297,8.3,8,2021,27.88,27.88,1,"Middle Tennessee","Rick Stockstill",30.5,57.875,18,9.5,0.5,103.25,2,2.75,217.25,7.075,19.94,19.19
"8724","Mike DiLiello",121801,"QB","MIDDLE TN",1,3,66.7,2,0,224,0,79.9,0,0,16,5.3,8,2021,0.64,0.64,2,"Middle Tennessee","Rick Stockstill",4,75,3,2,0,140.6,0,1,35,8.8,5.4,5.4
"8725","Tanner Morgan",55239,"QB","MINNESOTA",1,13,61.5,8,6,225,0,93.4,0,0,125,9.6,8,2021,5,5,1,"Minnesota","P.J. Fleck",18,59.125,11.25,6.5,1,76.775,1.5,0.75,150.25,8.05,8.01,8.01
"8726","Will Rogers",124184,"QB","MISS STATE",1,56,71.4,40,20,227,2,97.5,3,4,363,6.5,8,2021,31.52,28.52,1,"Mississippi State","Mike Leach",61.25,72.45,44.5,20,1,92.525,2.75,2.25,372.75,6.1,25.91,22.91
"8727","Rocky Lombardi",60452,"QB","N ILLINOIS",1,27,63,17,9,254,0,143.7,2,3,348,12.9,8,2021,28.92,25.92,1,"Northern Illinois","Thomas Hammock",19,56.025,11,6.75,0.5,81.725,0.75,0.5,139.5,6.8,7.08,7.08
"8728","Austin Aune",83528,"QB","N TEXAS",1,35,62.9,22,11,251,2,65.4,1,1,212,6.1,8,2021,10.48,10.48,1,"North Texas","Seth Littrell",26.25,48.9,13,5.75,1,63.6,2,1.25,141.75,5.375,9.67,9.67
"8729","Tai Lavatai",121854,"QB","NAVY",1,17,64.7,11,5,237,1,59.9,1,0,116,6.8,8,2021,3.64,3.64,1,"Navy","Ken Niumatalolo",5.25,49.7,2.5,1.25,0.25,88.875,3,0.5,39.25,7.925,3.32,3.32
"8730","Devin Leary",77628,"QB","NC STATE",1,42,57.1,24,13,248,0,96.3,1,2,310,7.4,8,2021,23.4,20.4,1,"NC State","Dave Doeren",33.25,69.95,23.25,14,0,123.825,1.25,3,249.75,7.95,21.99,21.99
"8731","Carson Strong",83524,"QB","NEVADA",1,61,80.3,49,22,239,1,114.2,5,4,476,7.8,8,2021,37.04,34.04,1,"Nevada","Jay Norvell",43.5,69.95,29.5,18.5,0.5,118.95,2.5,4,386,9.5,33.94,30.94
"8732","Carson Strong",83524,"QB","NEVADA",1,61,80.3,49,22,239,1,114.2,5,4,476,7.8,8,2021,37.04,34.04,1,"Nevada","Vai Taua",50.75,70.5,35.5,19.5,0.5,111.925,3.25,3.5,410.75,8.5,32.93,29.93
"8733","Jonah Johnson",138484,"QB","NEW MEX ST",1,54,44.4,24,15,242,2,41.3,0,0,228,4.2,8,2021,7.12,7.12,1,"New Mexico State","Doug Martin",40.75,58.05,25,13.25,0.5,81.6,2.5,1.75,260.5,5.825,18.42,16.92
"8734","Isaiah Chavez",128257,"QB","NEW MEXICO",1,10,90,9,4,241,0,147.9,0,1,115,11.5,8,2021,8.6,8.6,1,"New Mexico","Danny Gonzales",10,74.5666666666667,6.66666666666667,3,0,103.833333333333,1.33333333333333,0.666666666666667,85.3333333333333,6.93333333333333,6.08,6.08
"8735","Jack Coan",60613,"QB","NOTRE DAME",1,28,71.4,20,12,258,1,86.8,1,1,189,6.8,8,2021,10.56,10.56,1,"Notre Dame","Marcus Freeman",17,69.3,11.5,7,0.5,93.85,1.5,0.5,111,7.1,5.94,5.94
"8736","Jack Coan",60613,"QB","NOTRE DAME",1,28,71.4,20,12,258,1,86.8,1,1,189,6.8,8,2021,10.56,10.56,1,"Notre Dame","Brian Kelly",18.5,71.25,13,8.25,0.5,101.1,1.5,0.75,129.75,7.5,7.69,7.69
"8737","Tyler Buchner",147472,"QB","NOTRE DAME",1,2,100,2,1,258,0,116.7,0,0,24,12,8,2021,0.96,0.96,2,"Notre Dame","Marcus Freeman",8,21.45,3,2.5,1.5,27.85,0,0.5,56.5,4.05,2.76,2.76
"8738","Tyler Buchner",147472,"QB","NOTRE DAME",1,2,100,2,1,258,0,116.7,0,0,24,12,8,2021,0.96,0.96,2,"Notre Dame","Brian Kelly",8,46.45,3.5,2.75,1.25,57.025,0,0.5,62.5,7.05,3.25,3.25
"8739","Ryan Hilinski",71295,"QB","NWESTERN",1,29,48.3,14,5,256,1,44.3,1,0,114,3.9,8,2021,3.56,3.56,1,"Northwestern","Pat Fitzgerald",25,51.4,14.25,6.75,0,77.1,0.75,0.75,161.25,5.95,9.45,9.45
"8740","Carl Richardson",129735,"QB","NWESTERN",1,3,66.7,2,1,256,0,84,0,0,19,6.3,8,2021,0.76,0.76,2,"Northwestern","Pat Fitzgerald",1,0,0,0,0,39.6,0,0,0,0,0,0
"8741","Kurtis Rourke",97998,"QB","OHIO",1,38,81.6,31,18,259,1,89.5,0,0,308,8.1,8,2021,14.32,11.32,1,"Ohio","Tim Albin",21.5,60.225,13.25,7.5,0.5,82.625,1.75,1,128,5.775,8.62,8.62
"8742","Armani Rogers",40034,"QB","OHIO",1,5,60,3,0,259,0,64.6,0,0,14,2.8,8,2021,0.56,0.56,2,"Ohio","Tim Albin",8,53.475,5,2.75,0.25,62.05,1,0,66.25,5.325,2.4,2.4
"8743","C.J. Stroud",129759,"QB","OHIO STATE",1,28,75,21,18,260,0,143.8,1,4,266,9.5,8,2021,26.64,26.64,1,"Ohio State","Ryan Day",33.75,67.85,22.75,17,0.5,123.15,1,3.5,351.25,10.75,29.8,27.55
"8744","Kyle McCord",145053,"QB","OHIO STATE",1,6,83.3,5,3,260,0,102.1,0,0,51,8.5,8,2021,2.04,2.04,2,"Ohio State","Ryan Day",8,57.4,5.33333333333333,3.33333333333333,0.333333333333333,88.1333333333333,1.33333333333333,0.666666666666667,116,9.13333333333333,7.97333333333333,6.97333333333333
"8745","Jack Miller III",129754,"QB","OHIO STATE",1,3,66.7,2,2,260,0,106.3,0,0,35,11.7,8,2021,1.4,1.4,3,"Ohio State","Ryan Day",3.66666666666667,20.8333333333333,1.66666666666667,1,0,55.9,0,0,22,2.76666666666667,0.88,0.88
"8746","Spencer Sanders",77660,"QB","OKLA STATE",1,24,62.5,15,11,262,0,132.8,3,3,225,9.4,8,2021,21,21,1,"Oklahoma State","Mike Gundy",25.5,56.7,15,10.25,1,78.45,1.5,1,196.5,7.475,11.61,10.86
"8747","Caleb Williams",144622,"QB","OKLAHOMA",1,21,71.4,15,9,261,1,108.8,2,2,178,8.5,8,2021,14.12,14.12,1,"Oklahoma","Lincoln Riley",24,71.15,17,10,0,137.85,1,3,253.5,10.65,22.14,22.14
"8748","Caleb Williams",144622,"QB","OKLAHOMA",1,21,71.4,15,9,261,1,108.8,2,2,178,8.5,8,2021,14.12,14.12,1,"Oklahoma","Bob Stoops",23,73,16.75,10.25,0.25,135.7,1.5,3,245,10.65,21.55,21.55
"8749","Matt Corral",83517,"QB","OLE MISS",1,24,75,18,10,226,0,110.6,2,1,185,7.7,8,2021,11.4,11.4,1,"Ole Miss","Lane Kiffin",30.75,66.075,20,12.5,0.25,114.5,2.25,2,267.75,9.275,19.21,18.46
"8750","Dontario Drummond",98738,"WR","OLE MISS",1,1,100,1,1,226,0,118.8,0,0,19,19,8,2021,0.76,0.76,2,"Ole Miss","Lane Kiffin",1,100,1,1,0,118.8,0,0,45,45,1.8,1.8
"8751","Anthony Brown",40316,"QB","OREGON",1,39,74.4,29,14,264,2,74,1,0,293,7.5,8,2021,9.72,9.72,1,"Oregon","Mario Cristobal",28,64,18,10.5,0.5,85.55,2,0.5,216.5,7.7,10.16,10.16
"8752","Anthony Brown",40316,"QB","OREGON",1,39,74.4,29,14,264,2,74,1,0,293,7.5,8,2021,9.72,9.72,1,"Oregon","Bryan McClendon",31,68.7,21.5,11.5,0.75,88.375,1.75,0.5,241.5,7.8,10.91,10.91
"8753","Chance Nolan",78493,"QB","OREGON ST",1,19,73.7,14,9,265,0,144.2,2,2,208,10.9,8,2021,16.32,16.32,1,"Oregon State","Jonathan Smith",19.5,60.825,11.75,7.75,1.25,78.15,1,1.75,147.75,7.45,11.66,11.66
"8754","Sean Clifford",51708,"QB","PENN STATE",1,34,55.9,19,9,266,0,78.7,5,1,165,4.9,8,2021,10.6,10.6,1,"Penn State","James Franklin",29.25,67.35,19.75,13.25,1.25,94.125,1.25,2.25,251.25,8.775,18.55,17.8
"8755","Kenny Pickett",60515,"QB","PITTSBURGH",1,39,64.1,25,16,268,0,103.8,2,2,292,7.5,8,2021,19.68,19.68,1,"Pittsburgh","Pat Narduzzi",33,70.825,23,16.5,0.25,132.4,1.5,4.25,344.25,10.75,32.77,30.52
"8756","Aidan O'Connell",60516,"QB","PURDUE",1,32,75,24,13,273,3,62,4,1,200,6.3,8,2021,9,9,1,"Purdue","Jeff Brohm",32,66,21.5,13.75,1.25,78.7,1.5,1,257.25,8,14.54,13.04
"8757","Jack Plummer",83543,"QB","PURDUE",1,6,50,3,1,273,0,56.9,2,0,19,3.2,8,2021,0.76,0.76,2,"Purdue","Jeff Brohm",19.75,65.4,13.75,7.5,0,93.475,1.5,1.25,132.5,6,10.3,10.3
"8758","Wiley Green",75891,"QB","RICE",1,23,78.3,18,14,275,0,144.7,4,3,212,9.2,8,2021,20.48,20.48,1,"Rice","Mike Bloomgren",16,50.875,7.75,4.5,1.25,46.65,2.5,0.5,77.5,4.525,3.85,3.85
"8759","Jake Bentley",40788,"QB","S ALABAMA",1,41,73.2,30,14,288,2,107.8,4,4,320,7.8,8,2021,29.8,26.8,1,"South Alabama","Steve Campbell",29.5,72.9,21.5,13.5,0.5,122.25,1,2.5,287.5,9.5,22.5,21
"8760","Jake Bentley",40788,"QB","S ALABAMA",1,41,73.2,30,14,288,2,107.8,4,4,320,7.8,8,2021,29.8,26.8,1,"South Alabama","Kane Wommack",33.25,72.925,24.25,14.25,0.75,123.6,1.75,3,321,9.65,26.34,24.09
"8761","Jason Brown",109060,"QB","S CAROLINA",1,14,57.1,8,7,289,2,58.9,0,1,84,6,8,2021,5.36,5.36,1,"South Carolina","Shane Beamer",3,40,2,1,0,71.9,0.5,0,22.5,4.5,0.9,0.9
"8762","Zeb Noland",40508,"QB","S CAROLINA",1,11,54.5,6,1,289,0,60,5,0,26,2.4,8,2021,1.04,1.04,2,"South Carolina","Shane Beamer",14,56.6,8,5,0.25,106.3,0.75,1.5,120,13.65,10.55,10.55
"8763","Lucas Johnson",40551,"QB","S DIEGO ST",1,13,84.6,11,3,284,0,89.7,1,0,72,5.5,8,2021,2.88,2.88,1,"San Diego State","Brady Hoke",12,70.825,7.25,3,0.25,95.35,1,1,58.5,6,6.09,6.09
"8764","Nick Nash",98679,"QB","S JOSE ST",1,28,60.7,17,9,285,0,84.4,0,0,213,7.6,8,2021,8.52,8.52,1,"San Jose State","Brent Brennan",19.25,44.975,10.75,6.25,0.5,83.225,1.25,1.25,149.5,6.225,10.48,10.48
"8765","Tanner Mordecai",77656,"QB","SMU",1,42,71.4,30,22,287,0,127.8,1,3,427,10.2,8,2021,32.08,29.08,1,"SMU","Sonny Dykes",40.5,71.7,29,17,1,108.1,0.5,3,311.5,7.75,26.46,23.46
"8766","Tanner Mordecai",77656,"QB","SMU",1,42,71.4,30,22,287,0,127.8,1,3,427,10.2,8,2021,32.08,29.08,1,"SMU","Jim Leavitt",40.5,72.3,29.25,17.5,0.75,112.225,0.75,2.75,343,8.5,26.97,23.97
"8767","Preston Stone",124716,"QB","SMU",1,2,50,1,1,287,0,66.7,0,0,11,5.5,8,2021,0.44,0.44,2,"SMU","Jim Leavitt",2,50,1,1,0,66.7,0,0,11,5.5,0.44,0.44
"8768","Garrett Shrader",98212,"QB","SYRACUSE",1,34,47.1,16,13,304,0,89.8,1,2,236,6.9,8,2021,17.44,17.44,1,"Syracuse","Dino Babers",25.5,49.5,12.75,9.75,0.5,71.725,3,1,144.5,5.675,9.28,9.28
"8769","Max Duggan",99470,"QB","TCU",1,26,61.5,16,13,305,2,72,2,1,236,9.1,8,2021,11.44,11.44,1,"TCU","Jerry Kill",20,73.35,14,10.5,0,144.3,0,2.5,225,10.95,20.5,19
"8770","Max Duggan",99470,"QB","TCU",1,26,61.5,16,13,305,2,72,2,1,236,9.1,8,2021,11.44,11.44,1,"TCU","Gary Patterson",24,68.725,16,12.25,0.5,126.475,0.5,2.5,258,10.625,21.32,19.82
"8771","D'Wan Mathis",99130,"QB","TEMPLE",1,21,57.1,12,6,306,2,62.3,1,1,183,8.7,8,2021,9.32,9.32,1,"Temple","Rod Carey",32.5,57.9,19.75,9.75,0.5,80.225,2.25,1.25,218.25,6.625,13.98,13.23
"8772","Hendon Hooker",60593,"QB","TENNESSEE",1,28,67.9,19,8,307,1,121.4,3,3,282,10.1,8,2021,22.28,22.28,1,"Tennessee","Josh Heupel",22.75,68.675,15.5,10.5,0,131.125,4,2.25,226,10.05,18.04,18.04
"8773","Zach Calzada",98006,"QB","TEXAS A&M",1,24,50,12,11,312,1,86.6,0,2,187,7.8,8,2021,14.48,14.48,1,"Texas A&M","Jimbo Fisher",28.25,58.45,16.5,10.25,1,81.175,1.75,1.5,179.75,6.5,12.19,12.19
"8774","Brady McBride",77641,"QB","TEXAS ST",1,47,57.4,27,19,314,1,64.1,4,0,260,5.5,8,2021,9.4,9.4,1,"Texas State","Jake Spavital",31.75,63.975,20.25,12,1.5,94.075,3.5,2.5,234,7.4,17.86,17.86
"8775","Henry Colombi",60583,"QB","TEXAS TECH",1,18,55.6,10,6,315,1,59.5,4,0,148,8.2,8,2021,4.92,4.92,1,"Texas Tech","Sonny Cumbie",30.5,63.05,18.5,11.5,1,77.85,1,0.5,234,7.3,11.86,10.36
"8776","Henry Colombi",60583,"QB","TEXAS TECH",1,18,55.6,10,6,315,1,59.5,4,0,148,8.2,8,2021,4.92,4.92,1,"Texas Tech","Matt Wells",24.75,62.925,15.25,9.25,1,74.325,1.75,0.5,185,7.25,9.15,8.4
"8777","Kaylon Geiger",102929,"WR","TEXAS TECH",1,1,0,0,0,315,0,39.6,0,0,0,0,8,2021,0,0,2,"Texas Tech","Sonny Cumbie",1,0,0,0,1,0,0,0,0,0,-1,-1
"8778","Kaylon Geiger",102929,"WR","TEXAS TECH",1,1,0,0,0,315,0,39.6,0,0,0,0,8,2021,0,0,2,"Texas Tech","Matt Wells",1,0,0,0,0.666666666666667,13.2,0,0,0,0,-0.666666666666667,-0.666666666666667
"8779","Dequan Finn",97804,"QB","TOLEDO",1,24,33.3,8,6,316,0,81.6,3,2,138,5.8,8,2021,13.52,13.52,1,"Toledo","Jason Candle",15.75,70.175,9,5.75,0,113.025,3,0.75,131.75,10.075,8.27,8.27
"8780","Michael Pratt",123229,"QB","TULANE",1,23,52.2,12,11,319,0,127.9,1,3,236,10.3,8,2021,21.44,21.44,1,"Tulane","Willie Fritz",33.5,59.225,19.75,10.75,1.25,91.425,3.5,2,234,7.325,16.11,16.11
"8781","Kai Horton",144418,"QB","TULANE",1,2,0,0,0,319,1,0,0,0,0,0,8,2021,-1,-1,2,"Tulane","Willie Fritz",1,50,0.5,0,0,71.9,0,0,4.5,4.5,0.18,0.18
"8782","Ryan Wright",77591,"P","TULANE",1,1,0,0,0,319,0,39.6,0,0,0,0,8,2021,0,0,3,"Tulane","Willie Fritz",1,100,1,1,0,116.7,0,0,12,12,0.48,0.48
"8783","Dylan Hopkins",83571,"QB","UAB",1,32,59.4,19,7,321,1,88.5,3,1,304,9.5,8,2021,18.16,15.16,1,"UAB","Bill Clark",22.5,58.075,13,8.5,0.5,99.625,2.25,1.5,176.75,8.25,12.57,12.57
"8784","Mikey Keene",70961,"QB","UCF",1,20,60,12,7,323,1,62.7,1,1,71,3.6,8,2021,5.84,5.84,1,"UCF","Gus Malzahn",23.75,60.9,14.75,5.5,1,83.9,0.75,1,141,6.325,8.64,8.64
"8785","Joey Gatewood",82088,"QB","UCF",1,2,100,2,1,323,0,141.7,0,1,17,8.5,8,2021,4.68,4.68,2,"UCF","Gus Malzahn",1,0,0,0,0,39.6,0,0,0,0,0,0
"8786","Dorian Thompson-Robinson",83574,"QB","UCLA",1,41,53.7,22,18,324,1,67.1,5,1,220,5.4,8,2021,11.8,11.8,1,"UCLA","Chip Kelly",26.25,62.125,16.75,11.75,0.25,95.925,2.25,1.5,183.75,6.775,13.1,13.1
"8787","Steven Krajewski",77650,"QB","UCONN",1,36,55.6,20,8,146,2,61.2,3,1,231,6.4,8,2021,11.24,11.24,1,"Connecticut","Randy Edsall",27.5,59.35,16.5,6.5,1,76.35,2.5,1.5,163.5,5.85,11.54,11.54
"8788","Steven Krajewski",77650,"QB","UCONN",1,36,55.6,20,8,146,2,61.2,3,1,231,6.4,8,2021,11.24,11.24,1,"Connecticut","Lou Spanos",30.5,59.7,18.25,7.25,1,79.5,2.75,1.5,189.25,6.125,12.57,12.57
"8789","Brady Olson",147415,"QB","UMASS",1,27,44.4,12,5,216,2,25.2,0,0,110,4.1,8,2021,2.4,2.4,1,"UMass","Walt Bell",22,43.2,9.5,7,0.5,61.55,0.5,0.5,134,6.1,6.86,6.86
"8790","Brady Olson",147415,"QB","UMASS",1,27,44.4,12,5,216,2,25.2,0,0,110,4.1,8,2021,2.4,2.4,1,"UMass","Alex Miller",23.25,44.075,10.25,6.5,0.75,54.725,0.25,0.25,135,5.925,5.65,5.65
"8791","Zamar Wise",128106,"QB","UMASS",1,6,50,3,1,216,0,56.9,4,0,19,3.2,8,2021,0.76,0.76,2,"UMass","Walt Bell",1.5,100,1.5,0.5,0,79.2,0,0,1.5,0.25,0.06,0.06
"8792","Zamar Wise",128106,"QB","UMASS",1,6,50,3,1,216,0,56.9,4,0,19,3.2,8,2021,0.76,0.76,2,"UMass","Alex Miller",2.5,87.5,1.75,0.5,0,73.625,1,0,5,0.425,0.2,0.2
"8793","Cameron Friel",146195,"QB","UNLV",1,29,69,20,14,325,0,105.5,5,1,240,8.3,8,2021,13.6,13.6,1,"UNLV","Marcus Arroyo",21.5,60.375,13.25,5.75,1,64.925,3,0.25,154.75,6.95,6.94,6.19
"8794","Kedon Slovis",100580,"QB","USC",1,37,73,27,13,326,1,85.3,3,0,299,8.1,8,2021,10.96,10.96,1,"USC","Clay Helton",41,63.9,26,17,0.5,110.5,1,2.5,338.5,8.55,24.54,23.04
"8795","Kedon Slovis",100580,"QB","USC",1,37,73,27,13,326,1,85.3,3,0,299,8.1,8,2021,10.96,10.96,1,"USC","Donte Williams",43,65.775,28,17.25,0.75,99.125,1.75,1.75,344.25,8.2,21.52,20.02
"8796","Timmy McClain",144488,"QB","USF",1,13,76.9,10,5,327,0,114.6,0,1,71,5.5,8,2021,6.84,6.84,1,"South Florida","Jeff Scott",23.5,56.65,13.25,9.75,0,85.1,2.5,0.25,180,7.725,8.2,8.2
"8797","Katravis Marsh",123289,"QB","USF",1,7,57.1,4,1,327,0,64.6,0,0,25,3.6,8,2021,1,1,2,"South Florida","Jeff Scott",6.75,46.55,2.75,1.5,0.75,56.3,0.25,0,24,5.325,0.21,0.21
"8798","Cade Fortin",77620,"QB","USF",1,1,100,1,1,327,0,104.2,0,0,9,9,8,2021,0.36,0.36,3,"South Florida","Jeff Scott",11.5,58.75,5.75,3.25,0.5,59.925,0.25,0,42.75,5.5,1.21,1.21
"8799","Cameron Rising",77663,"QB","UTAH",1,36,61.1,22,15,328,0,102.4,0,2,267,7.4,8,2021,18.68,18.68,1,"Utah","Kyle Whittingham",29,64.525,18.75,13,0.5,101.475,0.75,2,210.75,7.3,16.68,15.93
"8800","Logan Bonner",39990,"QB","UTAH ST",1,30,56.7,17,10,329,1,90,8,2,233,7.8,8,2021,16.32,16.32,1,"Utah State","Blake Anderson",37,58.95,21.5,16,1,91.95,2,2,295.5,8.1,20.32,18.82
"8801","Logan Bonner",39990,"QB","UTAH ST",1,30,56.7,17,10,329,1,90,8,2,233,7.8,8,2021,16.32,16.32,1,"Utah State","Blake Anderson",34.25,60.325,20.5,14.5,1,94.725,3.5,2,284.75,8.375,19.89,18.39
"8802","Frank Harris",60586,"QB","UTSA",1,19,63.2,12,9,331,0,132.1,1,2,193,10.2,8,2021,15.72,15.72,1,"UT San Antonio","Jeff Traylor",29.25,69.9,20.75,11.75,0.25,116.275,0.5,2.75,234.75,7.775,20.89,20.14
"8803","Braxton Burmeister",60513,"QB","VA TECH",1,20,50,10,10,337,0,97.3,3,1,177,8.9,8,2021,11.08,11.08,1,"Virginia Tech","Justin Fuente",31,42.2,13,10.5,1,50.5,2,0.5,159,5.15,7.36,7.36
"8804","Braxton Burmeister",60513,"QB","VA TECH",1,20,50,10,10,337,0,97.3,3,1,177,8.9,8,2021,11.08,11.08,1,"Virginia Tech","J.C. Price",28.5,42.2,11.75,9.75,0.75,60.975,2.5,0.75,157.25,5.85,8.54,8.54
"8805","Mike Wright",124366,"QB","VANDERBILT",1,17,70.6,12,3,333,1,66.3,4,0,122,7.2,8,2021,3.88,3.88,1,"Vanderbilt","Clark Lea",8.75,63.1,4.5,3.5,0.5,76.75,0.75,0.5,65,6.35,4.1,4.1
"8806","Brennan Armstrong",77696,"QB","VIRGINIA",1,43,67.4,29,19,335,0,127.7,2,4,396,9.2,8,2021,34.84,31.84,1,"Virginia","Bronco Mendenhall",52.25,57.975,30.5,20.75,1,85.175,4.75,2,377,7.175,24.33,22.08
"8807","Bailey Zappe",60396,"QB","W KENTUCKY",1,49,79.6,39,20,346,0,119.6,2,3,383,7.8,8,2021,30.32,27.32,1,"Western Kentucky","Tyson Helton",55.5,68.025,37.75,21.25,0.5,112.6,1.25,4,441.25,7.975,36.15,33.15
"8808","Kaleb Eleby",77686,"QB","W MICHIGAN",1,29,51.7,15,11,347,0,78.5,2,0,232,8,8,2021,9.28,9.28,1,"Western Michigan","Tim Lester",29.25,62.075,18,13.25,0.5,105.4,3,1.75,260.75,9.275,17.68,16.93
"8809","Jarret Doege",60353,"QB","W VIRGINIA",1,28,75,21,10,343,0,102.8,1,0,257,9.2,8,2021,10.28,10.28,1,"West Virginia","Neal Brown",30.25,65.625,20,10.5,0.75,88.775,2.25,1,227,7.45,13.08,12.33
"8810","Garrett Greene",123420,"QB","W VIRGINIA",1,1,100,1,0,343,0,79.2,0,0,1,1,8,2021,0.04,0.04,2,"West Virginia","Neal Brown",3.25,47.925,2,1,0,68.675,0.25,0,16.5,4.15,0.66,0.66
"8811","Sam Hartman",77618,"QB","WAKE",1,29,79.3,23,16,339,0,158.3,0,5,461,15.9,8,2021,41.44,38.44,1,"Wake Forest","Dave Clawson",33,61.625,20.25,14,0.75,107.775,2,2.5,295.75,9.025,22.58,21.08
"8812","Jayden de Laura",131928,"QB","WASH STATE",1,37,70.3,26,16,341,1,78.3,1,0,257,6.9,8,2021,9.28,9.28,1,"Washington State","Jake Dickert",38.5,62.2,24.5,14.5,0.5,113.9,0.5,3,344,9,26.76,25.26
"8813","Jayden de Laura",131928,"QB","WASH STATE",1,37,70.3,26,16,341,1,78.3,1,0,257,6.9,8,2021,9.28,9.28,1,"Washington State","Nick Rolovich",36.25,62.375,23,14.25,0.5,106.25,0.5,2.25,308.5,8.55,21.59,20.84
"8814","Dylan Morris",100570,"QB","WASHINGTON",1,21,61.9,13,7,340,0,128.5,4,2,217,10.3,8,2021,16.68,16.68,1,"Washington","Bob Gregory",28,66.05,18.5,6.5,1.5,71.3,2.5,1,163,5.8,9.02,9.02
"8815","Dylan Morris",100570,"QB","WASHINGTON",1,21,61.9,13,7,340,0,128.5,4,2,217,10.3,8,2021,16.68,16.68,1,"Washington","Jimmy Lake",26.75,65.175,17.5,7.25,1.25,84.4,2.75,1.25,181.75,7,11.02,11.02
"8816","Sam Huard",146463,"QB","WASHINGTON",1,1,0,0,0,340,0,39.6,0,0,0,0,8,2021,0,0,2,"Washington","Bob Gregory",4,25,1,1,0,51,0,0,23,5.8,0.92,0.92
"8817","Sam Huard",146463,"QB","WASHINGTON",1,1,0,0,0,340,0,39.6,0,0,0,0,8,2021,0,0,2,"Washington","Jimmy Lake",3,16.6666666666667,0.666666666666667,0.666666666666667,0,47.2,0,0,15.3333333333333,3.86666666666667,0.613333333333333,0.613333333333333
"8818","Graham Mertz",97994,"QB","WISCONSIN",1,8,62.5,5,4,349,0,81.3,2,0,52,6.5,8,2021,2.08,2.08,1,"Wisconsin","Paul Chryst",22.5,50.775,11,7,1.25,63.95,1.25,0.5,141.75,6.6,6.42,6.42
"8819","Sean Chambers",75888,"QB","WYOMING",1,23,47.8,11,6,351,1,41.2,2,0,96,4.2,8,2021,2.84,2.84,1,"Wyoming","Craig Bohl",25.25,47.825,12,9,1.25,58.95,1.75,0.75,151,6.025,7.79,7.79
"8820","Levi Williams",98365,"QB","WYOMING",1,7,42.9,3,2,351,0,68.2,0,0,51,7.3,8,2021,2.04,2.04,2,"Wyoming","Craig Bohl",11.75,31,4,2.5,0.5,35.625,1.25,0,62.25,5.2,1.99,1.99
"8821","Chase Brice",60363,"QB","APP STATE",1,30,66.7,20,13,108,0,132.8,0,4,256,8.5,9,2021,26.24,26.24,1,"Appalachian State","Shawn Clark",30.5,63.975,19.5,12.75,0.75,99.05,0.75,1.5,273,9.025,17.67,16.17
"8822","Jacob Huesman",41939,"QB","APP STATE",1,2,100,2,2,108,0,95.8,0,0,14,7,9,2021,0.56,0.56,2,"Appalachian State","Shawn Clark",3,79.175,2.25,1,0,102.275,0.25,0.25,24.25,6.7,1.97,1.97
"8823","Will Plummer",131592,"QB","ARIZONA",1,34,58.8,20,17,109,0,83.2,4,0,262,7.7,9,2021,10.48,10.48,1,"Arizona","Jedd Fisch",22.25,52.6,12,4.75,1.25,51.2,1.25,0.5,108.5,4.8,5.09,5.09
"8824","Jamarye Joiner",82071,"WR","ARIZONA",1,5,40,2,1,109,0,127.1,1,1,75,15,9,2021,7,7,2,"Arizona","Jedd Fisch",1.75,43.75,1,0.5,0,77.35,0.5,0.25,6.75,3.575,1.27,1.27
"8825","Jayden Daniels",97993,"QB","ARIZONA ST",1,35,65.7,23,9,110,2,69.3,1,1,225,6.4,9,2021,11,11,1,"Arizona State","Herm Edwards",24.5,66.45,16.25,11.25,0,110.25,1.75,1,233,9.9,13.32,13.32
"8826","Trenton Bourguet",97285,"QB","ARIZONA ST",1,4,75,3,2,110,0,153.1,0,1,47,11.8,9,2021,5.88,5.88,2,"Arizona State","Herm Edwards",2.66666666666667,70,1.66666666666667,0.333333333333333,0,88.1,0,0,20.6666666666667,8.13333333333333,0.826666666666667,0.826666666666667
"8827","Layne Hatcher",82068,"QB","ARK STATE",1,38,50,19,13,113,3,31.3,3,0,186,4.9,9,2021,4.44,4.44,1,"Arkansas State","Butch Jones",22.5,48.45,10.75,7.25,0.75,75.975,1.75,1.75,169.5,7.05,13.03,13.03
"8828","Bo Nix",97790,"QB","AUBURN",1,31,71,22,14,115,0,108.9,1,1,275,8.9,9,2021,15,15,1,"Auburn","Bryan Harsin",34,58.75,19.5,11.5,0.5,81.575,1,0.75,230,7.1,11.7,11.7
"8829","Gerry Bohanon",77636,"QB","BAYLOR",1,29,55.2,16,12,118,2,46.5,0,0,189,6.5,9,2021,5.56,5.56,1,"Baylor","Dave Aranda",26,61.625,15.75,8.5,0.25,106.95,1,1.75,224,8.55,16.46,15.71
